기준월,년,월,콘텐츠구분,서비스 형태,프로그램 제목,프로그램 코드,매출,KBS저작권료,외부저작권료
2025-01-01,2025,1,KBS,VOD,촌스럽게 : 인 시크릿 아일랜드,T2021-0593,462,397,0
2025-01-01,2025,1,KBS,VOD,2015 K-POP 월드페스티벌 IN 창원,T2015-0641,96,83,0
2025-01-01,2025,1,KBS,VOD,작정하고 본방사수,T2014-0848,104,89,0
2025-01-01,2025,1,KBS,VOD,2016년 KBS 추석 특집,CA9999-9999,20,17,0
2025-01-01,2025,1,KBS,VOD,소녀들의 농구일기,T2019-0497,2,2,0
2025-01-01,2025,1,KBS,VOD,구석구석 숨은 돈 찾기,T2016-0630,64,55,0
2025-01-01,2025,1,KBS,VOD,2019 lol kespa컵 결산특집,T2019-0460,0,0,0
2025-01-01,2025,1,KBS,VOD,ABU TV 송 페스티벌 2020,T2020-1669,10,9,0
2025-01-01,2025,1,KBS,VOD,청춘 익스프레스,T2015-0464,189,163,0
2025-01-01,2025,1,KBS,VOD,동네스타 전국방송 내보내기,T2016-0118,150,129,0
2025-01-01,2025,1,KBS,VOD,젊음의 행진,KM2013120011,635,546,0
2025-01-01,2025,1,KBS,VOD,글로벌 평화 콘서트,T2017-0202,8,7,0
2025-01-01,2025,1,KBS,VOD,한아세안 뮤직페스티벌 라운드 인 인도네시아,T2023-0447,1,1,0
2025-01-01,2025,1,KBS,VOD,한아세안뮤직페스티벌 ROUND 2020,T2021-0007,1,1,0
2025-01-01,2025,1,KBS,VOD,한아세안 온택트뮤직페스티벌 라운드 인 코리아,T2022-0017,13,11,0
2025-01-01,2025,1,KBS,VOD,미래예측버라이어티 나비효과,T2014-0843,0,0,0
2025-01-01,2025,1,KBS,VOD,레시피 추리쇼 음식탐정,T2016-0614,10,9,0
2025-01-01,2025,1,KBS,VOD,2018 KBS 국악대상,T2018-0621,11,9,0
2025-01-01,2025,1,KBS,VOD,어송포유,T2014-0518,33,28,0
2025-01-01,2025,1,KBS,VOD,2020 인생콘서트,T2020-1651,11,9,0
2025-01-01,2025,1,KBS,VOD,퀴즈 온 코리아,T2019-0252,0,0,0
2025-01-01,2025,1,KBS,VOD,얼씨구 스타 가족 동요제,T2019-0513,130,112,0
2025-01-01,2025,1,KBS,VOD,2019 창원 K-POP 월드 페스티벌,T2019-0350,0,0,0
2025-01-01,2025,1,KBS,VOD,2016 KBS 국악대상,T2016-0691,12,10,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 국악대상,T2015-0701,4,3,0
2025-01-01,2025,1,KBS,VOD,예띠 TV,T2015-0469,0,0,0
2025-01-01,2025,1,KBS,VOD,[묶음]봄맞이 신규예능,CA9999-9999,0,0,0
2025-01-01,2025,1,KBS,VOD,두근두근 로맨스 30일,T2014-0069,0,0,0
2025-01-01,2025,1,KBS,VOD,배워야 산다,T2014-0022,0,0,0
2025-01-01,2025,1,KBS,VOD,인간의 조건,T2012-0785,0,0,0
2025-01-01,2025,1,KBS,VOD,2014 KBS 연기대상,T2014-0787,2491,2142,0
2025-01-01,2025,1,KBS,VOD,2016 KBS 가요대축제,T2016-0759,6540,5624,0
2025-01-01,2025,1,KBS,VOD,날아라 슛돌이 뉴 비기닝,T2019-0434,0,0,0
2025-01-01,2025,1,KBS,VOD,신년음악회,T2016-0007,0,0,0
2025-01-01,2025,1,KBS,VOD,나는 아픈 개와 산다,T2020-0365,0,0,0
2025-01-01,2025,1,KBS,VOD,2021 국악동요 부르기 한마당,T2020-1612,0,0,0
2025-01-01,2025,1,KBS,VOD,제10회 국악동요부르기한마당,T2021-0578,7,6,0
2025-01-01,2025,1,KBS,VOD,트롯 전국체전 외전,T2020-0376,0,0,0
2025-01-01,2025,1,KBS,VOD,설 특집 모던 허재,T2022-0013,510,439,0
2025-01-01,2025,1,KBS,VOD,우리끼리 작전타임,T2021-0597,9623,8276,0
2025-01-01,2025,1,KBS,VOD,윤도현의 러브레터,T2002-0220,100674,86580,0
2025-01-01,2025,1,KBS,VOD,자본주의 학교,T2021-0564,3872,3330,0
2025-01-01,2025,1,KBS,VOD,영 앤 리치,T2022-0641,10,9,0
2025-01-01,2025,1,KBS,VOD,오케이? 오케이!,T2022-0655,470,404,0
2025-01-01,2025,1,KBS,VOD,위험한 초대,KM2013060173,80858,69538,0
2025-01-01,2025,1,KBS,VOD,이별도 리콜이 되나요?,T2022-0615,47306,40683,0
2025-01-01,2025,1,KBS,VOD,홍김동전,T2022-0649,6386290,5492209,0
2025-01-01,2025,1,KBS,VOD,리슨 업,T2022-0616,0,0,0
2025-01-01,2025,1,KBS,VOD,주접이 풍년,T2021-0560,26937,23166,0
2025-01-01,2025,1,KBS,VOD,방과 후 초능력,T2021-0385,62458,53714,0
2025-01-01,2025,1,KBS,VOD,2024 KBS 미래기획 대전환,T2024-0426,11240,9666,0
2025-01-01,2025,1,KBS,VOD,눈으로 세상을 읽다 : 비주얼 미디어 리터러시의 힘,T2024-0638,0,0,0
2025-01-01,2025,1,KBS,VOD,특집다큐 내일을 꿈꾸는 아이들,T2024-0279,317,273,0
2025-01-01,2025,1,KBS,VOD,2024 중견만리 글로벌 시장의 승부사들,T2024-0482,5945,5113,0
2025-01-01,2025,1,KBS,VOD,2024 퀴즈 온 코리아,T2024-0099,237,204,0
2025-01-01,2025,1,KBS,VOD,모던코리아,T2019-0183,7746,6662,0
2025-01-01,2025,1,KBS,VOD,서울대 야구부 - 우리 한 번만 이겨보자,T2024-0355,13677,11762,0
2025-01-01,2025,1,KBS,VOD,작가 한강 노벨문학상 수상 기념 특집 다큐,T2024-0616,38305,32942,0
2025-01-01,2025,1,KBS,VOD,저출생 위기대응 기획 인간극장 다둥이,T2024-0499,31076,26725,0
2025-01-01,2025,1,KBS,VOD,"저출생 위기대응 특집 행복을 위한 선택, 출산",T2024-0590,332,286,0
2025-01-01,2025,1,KBS,VOD,전설의 취사병,T2024-0290,30849,26530,0
2025-01-01,2025,1,KBS,VOD,특별 생방송 우리 아이 우리 미래 당신이 희망입니다,T2024-0597,10,9,0
2025-01-01,2025,1,KBS,VOD,특집다큐 K-소주 세계로 가다,T2024-0565,174,150,0
2025-01-01,2025,1,KBS,VOD,"한국-네팔 수교 50년 기념 다큐 엄홍길, 다시 히말라야로",T2024-0627,2705,2326,0
2025-01-01,2025,1,KBS,VOD,"한글날 특집 - 한국어, 세계로 나아가다",T2024-0515,50,43,0
2025-01-01,2025,1,KBS,VOD,2024 슈퍼레이스 챔피언십,T2024-0248,1359,1169,0
2025-01-01,2025,1,KBS,VOD,2024 파리 패럴림픽 특집 챌린저스,T2024-0509,1,1,0
2025-01-01,2025,1,KBS,VOD,국가유산 순례 드오,T2024-0315,1467,1262,0
2025-01-01,2025,1,KBS,VOD,대한민국의 미래 지역에서 답을 찾다,T2024-0526,29,25,0
2025-01-01,2025,1,KBS,VOD,생방송 KBS 특집 음악회 우리 아이 우리 미래,T2024-0484,102,88,0
2025-01-01,2025,1,KBS,VOD,저출생 위기대응 기획 3부작 사랑 결혼 아이 - 마음,T2024-0494,485,417,0
2025-01-01,2025,1,KBS,VOD,저출생 위기대응 특별 생방송 아이 낳기 좋은 나라 저출생 극복 난임정책은,T2024-0510,153,132,0
2025-01-01,2025,1,KBS,VOD,광복절 UHD 특별기획 청산리 : 전투의 재구성,T2024-0389,7284,6264,0
2025-01-01,2025,1,KBS,VOD,특집다큐 석탄의 꿈,T2024-0467,59,51,0
2025-01-01,2025,1,KBS,VOD,한여름 밤의 콘서트 빙하,T2022-0042,1001,861,0
2025-01-01,2025,1,KBS,VOD,저출생 위기대응 특별 생방송,T2024-0432,1,1,0
2025-01-01,2025,1,KBS,VOD,2024 한-아프리카 정상회의,T2024-0308,0,0,0
2025-01-01,2025,1,KBS,VOD,6.25 특집 다큐 산사의 전우들,T2024-0388,293,252,0
2025-01-01,2025,1,KBS,VOD,6.25 특집 다큐 아버지의 전장일기,T2024-0330,131,113,0
2025-01-01,2025,1,KBS,VOD,6.25 특집 다큐 피란수도 랩소디,T2024-0328,25,22,0
2025-01-01,2025,1,KBS,VOD,"특집다큐 드론의 꿈, 플라이 하이",T2024-0312,59,51,0
2025-01-01,2025,1,KBS,VOD,"현충일 특집 다큐 보고싶다, 전우야",T2024-0307,260,224,0
2025-01-01,2025,1,KBS,VOD,가정의 달 특별기획 5부작 저 너머의 출산,T2024-0066,1029,885,0
2025-01-01,2025,1,KBS,VOD,경제콘서트,T2024-0323,21440,18438,0
2025-01-01,2025,1,KBS,VOD,4.3 특집 다큐 커밍홈 벌랑마을 삼형제 이야기,T2024-0096,669,575,0
2025-01-01,2025,1,KBS,VOD,바다 건너 사랑 2024,T2024-0069,10766,9259,0
2025-01-01,2025,1,KBS,VOD,스카우트5 얼리어잡터,T2023-0498,10817,9303,0
2025-01-01,2025,1,KBS,VOD,특집 다큐 자신 있나? 속지 않을? 딥 페이크!,T2024-0085,63,54,0
2025-01-01,2025,1,KBS,VOD,공사창립 대기획 빙하 3부작,T2022-0042,4391,3776,0
2025-01-01,2025,1,KBS,VOD,김이나의 비인칭시점,T2024-0038,5376,4623,0
2025-01-01,2025,1,KBS,VOD,나는 세상끝까지 여행한다,T2024-0008,667,574,0
2025-01-01,2025,1,KBS,VOD,더 보다,T2024-0017,127368,109536,0
2025-01-01,2025,1,KBS,VOD,2024 신년 경제 기획 3부작 다른 미래,T2023-0481,884,760,0
2025-01-01,2025,1,KBS,VOD,반려동물극장,T2023-0524,6810,5857,0
2025-01-01,2025,1,KBS,VOD,언더그라운드,T2023-0389,60,52,0
2025-01-01,2025,1,KBS,VOD,오늘부터 친해지구,T2023-0312,0,0,0
2025-01-01,2025,1,KBS,VOD,특집 다큐 화양연화 할매는 여고생,T2023-0260,17,15,0
2025-01-01,2025,1,KBS,VOD,특집다큐 극한 기후 시대-물을 잡아라,T2023-0388,247,212,0
2025-01-01,2025,1,KBS,VOD,한-인도네시아 수교 50주년 특집 뮤직컬처멘터리 올라운더,T2023-0448,245,211,0
2025-01-01,2025,1,KBS,VOD,2023 중견만리,T2023-0413,1051,904,0
2025-01-01,2025,1,KBS,VOD,2023 퀴즈온코리아,T2023-0181,17,15,0
2025-01-01,2025,1,KBS,VOD,비공개 다큐 지구별 별책부록,T2023-0304,26,22,0
2025-01-01,2025,1,KBS,VOD,2023 특집 다큐멘터리 겨울 반바지,T2023-0444,397,341,0
2025-01-01,2025,1,KBS,VOD,사운드스케이프 다큐멘터리 뮤트,T2023-0368,0,0,0
2025-01-01,2025,1,KBS,VOD,일타 만물상점,T2023-0383,17,15,0
2025-01-01,2025,1,KBS,VOD,한글날 특집 안녕 우리말,T2023-0258,9,8,0
2025-01-01,2025,1,KBS,VOD,한미동맹 70주년 특집다큐 당신을 기억합니다,T2023-0376,1,1,0
2025-01-01,2025,1,KBS,VOD,2023 국악동요부르기 한마당,T2023-0302,109,94,0
2025-01-01,2025,1,KBS,VOD,2023 추석 특집 다큐,T2023-0332,985,847,0
2025-01-01,2025,1,KBS,VOD,K-FOOD 쇼 맛의 나라,T2023-0291,9421,8102,0
2025-01-01,2025,1,KBS,VOD,공영방송 50주년 특집 어린이 음악회 세상의 모든 똥,T2023-0096,431,371,0
2025-01-01,2025,1,KBS,VOD,아주 사적인 여행,T2023-0331,106015,91173,0
2025-01-01,2025,1,KBS,VOD,새만금 잼버리 12일간의 기록,T2023-0308,37,32,0
2025-01-01,2025,1,KBS,VOD,"특집 다큐 장애인 고용, 그 높은 벽을 넘어",T2023-0259,148,127,0
2025-01-01,2025,1,KBS,VOD,역사저널 그날,T2013-0571,2031688,1747252,0
2025-01-01,2025,1,KBS,VOD,즐거운 챔피언 시즌3 - 어울림픽,T2023-0117,10,9,0
2025-01-01,2025,1,KBS,VOD,스카우트 4.0 얼리어잡터,T2023-0081,3355,2885,0
2025-01-01,2025,1,KBS,VOD,가정의 달 특집 2030 저출산을 말하다,T2023-0112,378,325,0
2025-01-01,2025,1,KBS,VOD,500인 회의,T2023-0108,226,194,0
2025-01-01,2025,1,KBS,VOD,"2023 순천만 국제정원박람회 <봄, 정원으로>",T2023-0073,209,180,0
2025-01-01,2025,1,KBS,VOD,공영방송 50주년 특집 당신의 KBS 우리의 50년,T2023-0040,236,203,0
2025-01-01,2025,1,KBS,VOD,과학수사대 스모킹 건,T2023-0067,53434158,45953376,0
2025-01-01,2025,1,KBS,VOD,장바구니 미리 담기,T2022-0927,808,695,0
2025-01-01,2025,1,KBS,VOD,히든 어스 한반도 30억 년,T2023-0035,2753,2368,0
2025-01-01,2025,1,KBS,VOD,"철의 심장, 다시 뛴다",T2022-1015,208,179,0
2025-01-01,2025,1,KBS,VOD,9층 시사국,T2022-0999,5173,4449,0
2025-01-01,2025,1,KBS,VOD,설 특집 다큐 청산도에 살어리랏다,T2022-0984,1965,1690,0
2025-01-01,2025,1,KBS,VOD,신년기획 최초의 질문,T2022-0920,13,11,0
2025-01-01,2025,1,KBS,VOD,해무,T2022-0996,85,73,0
2025-01-01,2025,1,KBS,VOD,2023 씨름대회,T2022-0932,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 나는 대한민국 국군 셰프다,T2022-0926,72,62,0
2025-01-01,2025,1,KBS,VOD,새날마중,T2019-0451,479,412,0
2025-01-01,2025,1,KBS,VOD,UHD 환경스페셜 2,T2022-0592,8188,7042,0
2025-01-01,2025,1,KBS,VOD,빅체인지 2030,T2022-0860,0,0,0
2025-01-01,2025,1,KBS,VOD,레전드 기적의 스타디움,T2022-0004,0,0,0
2025-01-01,2025,1,KBS,VOD,KBS 특별기획 더 나은 삶 우리 함께 - 당신이 영웅입니다,T2022-0896,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 FIFA 카타르 월드컵 구자철 나의 월드컵,T2022-0813,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 중견만리,T2022-0824,320,275,0
2025-01-01,2025,1,KBS,VOD,2022 퀴즈온코리아,T2022-0729,102,88,0
2025-01-01,2025,1,KBS,VOD,한글날 특집 고마워 한글,T2022-0781,1,1,0
2025-01-01,2025,1,KBS,VOD,2022 추석장사씨름대회,T2021-0584,0,0,0
2025-01-01,2025,1,KBS,VOD,100인의 리딩쇼 - 지구를 읽다,T2022-0272,843,725,0
2025-01-01,2025,1,KBS,VOD,2022 시청자주간 감사음악회,T2021-0358,0,0,0
2025-01-01,2025,1,KBS,VOD,안녕 우리말 2022,T2022-0668,0,0,0
2025-01-01,2025,1,KBS,VOD,제11회 국악동요부르기 한마당,T2022-0737,5,4,0
2025-01-01,2025,1,KBS,VOD,종로 사진관,T2022-0715,0,0,0
2025-01-01,2025,1,KBS,VOD,한식 연대기,T2022-0083,4904,4217,0
2025-01-01,2025,1,KBS,VOD,1020세대의 눈으로 본 KBS,T2022-0691,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 서울 E-PRIX,T2022-0677,0,0,0
2025-01-01,2025,1,KBS,VOD,광복절 특집 다큐 아내의 이름,T2022-0670,288,248,0
2025-01-01,2025,1,KBS,VOD,영앤리치 - 젊은 부자들의 성공 안내서,T2022-0692,60,52,0
2025-01-01,2025,1,KBS,VOD,인간극장,T2000-0030,12814984,11020886,0
2025-01-01,2025,1,KBS,VOD,표리부동,T2021-0311,235597,202613,0
2025-01-01,2025,1,KBS,VOD,박원숙의 같이 삽시다 시즌3,T2021-0022,4419511,3800779,0
2025-01-01,2025,1,KBS,VOD,KBS 뉴스9,T2000-0110,2118120,1821583,0
2025-01-01,2025,1,KBS,VOD,다큐멘터리 3일,T2007-0188,178910,153863,0
2025-01-01,2025,1,KBS,VOD,걸어서 세계속으로,T2005-0731,1757036,1511051,0
2025-01-01,2025,1,KBS,VOD,동행,T2014-0877,2271191,1953224,0
2025-01-01,2025,1,KBS,VOD,아침마당,T2000-0032,1683270,1447612,0
2025-01-01,2025,1,KBS,VOD,다큐 인사이트,T2019-0296,948361,815590,0
2025-01-01,2025,1,KBS,VOD,한국인의 밥상,T2010-1657,1685113,1449197,0
2025-01-01,2025,1,KBS,VOD,동네 한 바퀴,T2018-0429,1094996,941697,0
2025-01-01,2025,1,KBS,VOD,이슈 픽 쌤과 함께,T2020-0372,607995,522876,0
2025-01-01,2025,1,KBS,VOD,시사 직격,T2019-0280,27609,23744,0
2025-01-01,2025,1,KBS,VOD,더 라이브,T2019-0297,3079,2648,0
2025-01-01,2025,1,KBS,VOD,생로병사의 비밀,T2002-0429,737659,634387,0
2025-01-01,2025,1,KBS,VOD,시사기획 창,T2011-1097,561698,483060,0
2025-01-01,2025,1,KBS,VOD,2TV 생생정보,T2014-0844,681810,586357,0
2025-01-01,2025,1,KBS,VOD,UHD 역사스페셜,T2021-0284,27040,23254,0
2025-01-01,2025,1,KBS,VOD,이웃집찰스,T2014-0836,360290,309849,0
2025-01-01,2025,1,KBS,VOD,사사건건,T2018-0283,310423,266964,0
2025-01-01,2025,1,KBS,VOD,정치합시다 2,T2021-0567,8515,7323,0
2025-01-01,2025,1,KBS,VOD,제보자들,T2016-0629,63197,54349,0
2025-01-01,2025,1,KBS,VOD,6시 내고향,T2000-0093,577552,496671,0
2025-01-01,2025,1,KBS,VOD,무엇이든 물어보세요,T2000-0038,273486,235198,0
2025-01-01,2025,1,KBS,VOD,전국민 민원해결 프로젝트 일꾼의 탄생,T2021-0377,110382,94929,0
2025-01-01,2025,1,KBS,VOD,TV쇼 진품명품,T2000-0057,233180,200535,0
2025-01-01,2025,1,KBS,VOD,박원숙의 같이 삽시다,T2017-1142,72728,62546,0
2025-01-01,2025,1,KBS,VOD,다큐 온,T2020-0388,115397,99241,0
2025-01-01,2025,1,KBS,VOD,슈퍼 히어로,T2021-0544,6,5,0
2025-01-01,2025,1,KBS,VOD,다큐 공감,T2013-0126,57982,49865,0
2025-01-01,2025,1,KBS,VOD,박원숙의 같이 삽시다 시즌2,T2020-0386,65165,56042,0
2025-01-01,2025,1,KBS,VOD,영상앨범 산,T2007-0757,139417,119899,0
2025-01-01,2025,1,KBS,VOD,TV 유치원,T2007-0154,313501,0,266476
2025-01-01,2025,1,KBS,VOD,자연의 철학자들,T2021-0493,28633,24624,0
2025-01-01,2025,1,KBS,VOD,굿모닝 대한민국 라이브,T2020-0382,3529,3035,0
2025-01-01,2025,1,KBS,VOD,강력반 X파일 끝까지 간다,T2017-0473,53039,45614,0
2025-01-01,2025,1,KBS,VOD,3.1절 특집 이석영 6형제의 독립운동,T2022-0016,1800,1548,0
2025-01-01,2025,1,KBS,VOD,2022 베이징패럴림픽 특집 슈퍼히어로,T2022-0052,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 카타르 월드컵 본선 조추첨,T2022-0082,0,0,0
2025-01-01,2025,1,KBS,VOD,역사스페셜,T2000-0107,38037,32712,0
2025-01-01,2025,1,KBS,VOD,우리말 겨루기,T2003-1181,277766,238879,0
2025-01-01,2025,1,KBS,VOD,생방송 심야토론,T2018-0281,433,372,0
2025-01-01,2025,1,KBS,VOD,또봇V,T2018-0410,41531,35717,0
2025-01-01,2025,1,KBS,VOD,UHD 환경스페셜,T2020-1654,7049,6062,0
2025-01-01,2025,1,KBS,VOD,사람과 사람들,T2015-0488,25327,21781,0
2025-01-01,2025,1,KBS,VOD,KBS 스페셜,T2014-0868,29459,25335,0
2025-01-01,2025,1,KBS,VOD,KBS 바둑왕전,T2001-1091,36476,31369,0
2025-01-01,2025,1,KBS,VOD,추적 60분,T2000-0088,2050149,1763128,0
2025-01-01,2025,1,KBS,VOD,꼬마어사 쿵도령 2,T2019-0057,26846,23088,0
2025-01-01,2025,1,KBS,VOD,시니어 토크쇼 황금연못,T2014-0855,103499,89009,0
2025-01-01,2025,1,KBS,VOD,UHD 기후변화 특집 지구의 경고,T2021-0296,1031,887,0
2025-01-01,2025,1,KBS,VOD,트레킹노트 세상을 걷다,T2017-0092,83574,71874,0
2025-01-01,2025,1,KBS,VOD,한국인의 술상,T2021-0610,4750,4085,0
2025-01-01,2025,1,KBS,VOD,정치합시다,T2019-0430,9333,8026,0
2025-01-01,2025,1,KBS,VOD,KBS 다큐 클래식,T2021-0265,3990,3431,0
2025-01-01,2025,1,KBS,VOD,미제사건 전담반 끝까지 간다,T2016-0761,24968,21472,0
2025-01-01,2025,1,KBS,VOD,질문하는 기자들 Q,T2021-0107,159,137,0
2025-01-01,2025,1,KBS,VOD,한 번쯤 멈출 수밖에 파일럿,T2021-0382,1384,1190,0
2025-01-01,2025,1,KBS,VOD,한 번쯤 멈출 수밖에,T2021-0382,2569,1325,1028
2025-01-01,2025,1,KBS,VOD,속보이는TV 인사이드,T2017-0302,4135,3556,0
2025-01-01,2025,1,KBS,VOD,러브인 아시아,T2005-0732,33234,28581,0
2025-01-01,2025,1,KBS,VOD,숨터,T2014-0613,810,697,0
2025-01-01,2025,1,KBS,VOD,"2016 성장다큐멘터리 5월, 아이들",T2016-0114,982,845,0
2025-01-01,2025,1,KBS,VOD,일요진단 라이브,T2019-0144,29227,25135,0
2025-01-01,2025,1,KBS,VOD,인간극장 플러스,T2020-1457,31307,26924,0
2025-01-01,2025,1,KBS,VOD,2018 러시아 월드컵,T2018-0369,0,0,0
2025-01-01,2025,1,KBS,VOD,100번째 어린이날 특집 다 어린이,T2022-0100,0,0,0
2025-01-01,2025,1,KBS,VOD,2016 안녕 우리말,T2016-0111,0,0,0
2025-01-01,2025,1,KBS,VOD,5.18 특집 다큐 5월 이야기,T2022-0107,5232,4500,0
2025-01-01,2025,1,KBS,VOD,스카우트 3.0,T2022-0001,7,6,0
2025-01-01,2025,1,KBS,VOD,시사멘터리 추적,T2022-0087,9754,8388,0
2025-01-01,2025,1,KBS,VOD,예썰의 전당,T2022-0078,101291,87110,0
2025-01-01,2025,1,KBS,VOD,해 볼만한 아침 M&W,T2022-0200,1136,977,0
2025-01-01,2025,1,KBS,VOD,현대사 영상프로젝트,T2022-0236,1352,1163,0
2025-01-01,2025,1,KBS,VOD,천년의 빛 유네스코 유산 연등회,T2021-0510,0,0,0
2025-01-01,2025,1,KBS,VOD,주문을 잊은 음식점 2,T2021-0280,586,504,0
2025-01-01,2025,1,KBS,VOD,우크라이나 침공 100일 특집 2부작,T2022-0391,1939,1668,0
2025-01-01,2025,1,KBS,VOD,2022 베이징 패럴림픽 폐막식,T2022-0056,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 베이징 패럴림픽 개막식,T2022-0032,0,0,0
2025-01-01,2025,1,KBS,VOD,2022 베이징 패럴림픽,T2022-0055,0,0,0
2025-01-01,2025,1,KBS,VOD,한국사기,T2016-0109,12183,10477,0
2025-01-01,2025,1,KBS,VOD,2018 TV는 사랑을 싣고,T2018-0517,40390,34735,0
2025-01-01,2025,1,KBS,VOD,남북의 창,T2000-0128,34354,29544,0
2025-01-01,2025,1,KBS,VOD,TV는 사랑을 싣고,T2018-0517,14209,12220,0
2025-01-01,2025,1,KBS,VOD,최태성 이윤석의 역사기행 그곳,T2016-0578,5591,4808,0
2025-01-01,2025,1,KBS,VOD,특집다큐 그 섬에 살고 싶다,T2021-0341,1416,1218,0
2025-01-01,2025,1,KBS,VOD,생생정보통,T2010-0303,12444,10702,0
2025-01-01,2025,1,KBS,VOD,"도전, 골든벨",T2000-0028,29434,25313,0
2025-01-01,2025,1,KBS,VOD,삼겹살 랩소디,T2020-1609,12538,10783,0
2025-01-01,2025,1,KBS,VOD,VJ특공대,T2000-0037,18448,15865,0
2025-01-01,2025,1,KBS,VOD,펫 비타민,T2020-0409,1169,1005,0
2025-01-01,2025,1,KBS,VOD,콩순이의 율동교실,T2019-0215,0,0,0
2025-01-01,2025,1,KBS,VOD,사랑의 가족,T2000-0061,16949,14576,0
2025-01-01,2025,1,KBS,VOD,생활의 발견,T2012-0739,13631,11723,0
2025-01-01,2025,1,KBS,VOD,요리인류,T2015-0177,10204,8775,0
2025-01-01,2025,1,KBS,VOD,"도쿄올림픽 특집 다큐 여자배구 올림픽 출전기 김연경, 김역경",T2021-0294,1544,1328,0
2025-01-01,2025,1,KBS,VOD,다큐세상,T2018-0304,789,679,0
2025-01-01,2025,1,KBS,VOD,명견만리 Q100,T2014-0867,4136,3557,0
2025-01-01,2025,1,KBS,VOD,바다 건너 사랑,T2019-0313,11257,9681,0
2025-01-01,2025,1,KBS,VOD,공감 스페셜,T2020-0040,6,5,0
2025-01-01,2025,1,KBS,VOD,변신자동차 또봇,T2018-0476,0,0,0
2025-01-01,2025,1,KBS,VOD,내고향 스페셜,T2012-0664,3315,2851,0
2025-01-01,2025,1,KBS,VOD,꼬마어사 쿵도령,T2016-0558,2567,2208,0
2025-01-01,2025,1,KBS,VOD,엄마의 탄생,T2014-0126,4023,3460,0
2025-01-01,2025,1,KBS,VOD,성탄 특집 다큐 머슴 바울 김창식,T2021-0379,1570,1350,0
2025-01-01,2025,1,KBS,VOD,2021 한글날 특집 방탄 때문에 한글 배웠다,T2021-0397,400,344,0
2025-01-01,2025,1,KBS,VOD,故 김용균 3주기 특집다큐 다시는 일하다 죽지 않게,T2021-0372,493,424,0
2025-01-01,2025,1,KBS,VOD,"시대를 바꾼 아티스트, 데뷔의 순간",T2021-0340,75,65,0
2025-01-01,2025,1,KBS,VOD,KBS대기획 요리 인류 도시의 맛,T2014-0269,4303,3701,0
2025-01-01,2025,1,KBS,VOD,2018 평창동계올림픽 여기는 평창,T2018-0038,0,0,0
2025-01-01,2025,1,KBS,VOD,시크릿 쥬쥬,T2018-0598,0,0,0
2025-01-01,2025,1,KBS,VOD,누가누가 잘하나,T2005-0209,17280,14861,0
2025-01-01,2025,1,KBS,VOD,류수영의 동물티비,T2021-0025,2658,2286,0
2025-01-01,2025,1,KBS,VOD,국악 한마당,T2000-0050,15659,13467,0
2025-01-01,2025,1,KBS,VOD,반려동물 극장 단짝,T2015-0040,1612,1386,0
2025-01-01,2025,1,KBS,VOD,여유만만,T2009-0189,1363,1172,0
2025-01-01,2025,1,KBS,VOD,야생여정,T2018-0252,1039,894,0
2025-01-01,2025,1,KBS,VOD,평창 올림픽 라이브,T2017-1193,0,0,0
2025-01-01,2025,1,KBS,VOD,KBS 파노라마,T2013-0132,2425,2086,0
2025-01-01,2025,1,KBS,VOD,특집 다큐 기초과학이 세상을 바꾼다,T2021-0291,0,0,0
2025-01-01,2025,1,KBS,VOD,공소시효,T2014-0129,3617,3111,0
2025-01-01,2025,1,KBS,VOD,도올학당 수다승철,T2018-0669,1817,1563,0
2025-01-01,2025,1,KBS,VOD,건강 혁명,T2016-0344,1,1,0
2025-01-01,2025,1,KBS,VOD,재난탈출 생존왕,T2020-1460,872,750,0
2025-01-01,2025,1,KBS,VOD,나눔경영쇼 사장님이 미쳤어요,T2016-0639,5,4,0
2025-01-01,2025,1,KBS,VOD,구석구석 대한민국 행복한 지도,T2017-0910,4573,3933,0
2025-01-01,2025,1,KBS,VOD,"특집 다큐 산악인 김홍빈, 히말라야에 잠들다",T2021-0282,2831,2435,0
2025-01-01,2025,1,KBS,VOD,KBS 다큐1,T2015-0295,4668,4014,0
2025-01-01,2025,1,KBS,VOD,거리의 만찬,T2018-0339,3167,2724,0
2025-01-01,2025,1,KBS,VOD,도올의 논어이야기,T2000-0117,11373,9781,0
2025-01-01,2025,1,KBS,VOD,FIFA 월드컵 러시아 2018 결산특집,T2018-0449,0,0,0
2025-01-01,2025,1,KBS,VOD,노무현 전 대통령 서거 10주년 특집 봉하마을에서 온 편지,T2019-0120,17125,14728,0
2025-01-01,2025,1,KBS,VOD,여름특집 6부작 그 섬에 살고 싶다,T2017-0598,3687,3171,0
2025-01-01,2025,1,KBS,VOD,"연순, 기숙 71년 전 그 소녀를 만나다",T2021-0255,997,857,0
2025-01-01,2025,1,KBS,VOD,2017 KBS 대기획 순례 4부작,T2015-0534,1821,1566,0
