기준월,년,월,콘텐츠구분,서비스 형태,프로그램 제목,프로그램 코드,매출,KBS저작권료,외부저작권료
2025-02-01,2025,2,KBS,SVOD,비밀,T2013-0417,836077,719026,0
2025-02-01,2025,2,KBS,SVOD,달이 뜨는 강,T2021-0001,1403014,0,1122411
2025-02-01,2025,2,KBS,SVOD,월화드라마 국민 여러분,T2018-0692,330469,160717,143589
2025-02-01,2025,2,KBS,SVOD,너를기억해,T2015-0092,821183,459041,287414
2025-02-01,2025,2,KBS,SVOD,쾌걸춘향-홍자매작품,T2004-1143,241302,207520,0
2025-02-01,2025,2,KBS,SVOD,소문난 칠공주,T2006-0099,814154,700172,0
2025-02-01,2025,2,KBS,SVOD,해신,T2004-0134,1835309,1578366,0
2025-02-01,2025,2,KBS,SVOD,수목드라마 추리의 여왕2,T2017-1190,782265,672748,0
2025-02-01,2025,2,KBS,SVOD,왕과 비,T1999-0038,574632,494184,0
2025-02-01,2025,2,KBS,SVOD,뻐꾸기둥지,T2014-0237,141315,121531,0
2025-02-01,2025,2,KBS,SVOD,추리의 여왕,T2017-0166,851183,732017,0
2025-02-01,2025,2,KBS,SVOD,풀하우스,T2004-0496,450912,387784,0
2025-02-01,2025,2,KBS,SVOD,황진이,T2006-0756,563446,484564,0
2025-02-01,2025,2,KBS,SVOD,일일 드라마 이름없는 여자,T2017-0239,430186,369960,0
2025-02-01,2025,2,KBS,SVOD,마녀의 법정,T2017-0742,1242692,1068715,0
2025-02-01,2025,2,KBS,SVOD,매드독,T2017-0728,1828078,1572147,0
2025-02-01,2025,2,KBS,SVOD,토지,T2003-0916,343143,295103,0
2025-02-01,2025,2,KBS,SVOD,수목드라마 오늘의 탐정,T2018-0238,611258,525682,0
2025-02-01,2025,2,KBS,SVOD,공항 가는 길,T2016-0455,426899,367133,0
2025-02-01,2025,2,KBS,SVOD,천명,T2013-0098,306781,263832,0
2025-02-01,2025,2,KBS,SVOD,거상 김만덕,T2010-0120,362079,311388,0
2025-02-01,2025,2,KBS,SVOD,징비록,T2014-0560,413263,355406,0
2025-02-01,2025,2,KBS,SVOD,파랑새는 있다,KM2013110015,634175,545391,0
2025-02-01,2025,2,KBS,SVOD,수목 드라마 저스티스,T2019-0065,576301,495619,0
2025-02-01,2025,2,KBS,SVOD,"수목 드라마 단, 하나의 사랑",T2019-0029,408486,351298,0
2025-02-01,2025,2,KBS,SVOD,금토드라마 최고의 한방,T2017-0353,333447,0,250085
2025-02-01,2025,2,KBS,SVOD,일일드라마 여자의 비밀,T2016-0419,125394,107839,0
2025-02-01,2025,2,KBS,SVOD,각시탈,T2011-1061,484310,416507,0
2025-02-01,2025,2,KBS,SVOD,학교 2017,T2017-0497,421577,362556,0
2025-02-01,2025,2,KBS,SVOD,근초고왕,T2010-1244,787877,677574,0
2025-02-01,2025,2,KBS,SVOD,제빵왕 김탁구,T2010-0501,524835,451358,0
2025-02-01,2025,2,KBS,SVOD,전우,T2010-0526,561384,482790,0
2025-02-01,2025,2,KBS,SVOD,월화드라마 라디오 로맨스,T2017-1189,367872,316370,0
2025-02-01,2025,2,KBS,SVOD,이미테이션,T2021-0165,638217,548867,0
2025-02-01,2025,2,KBS,SVOD,세상에서 제일 예쁜 내 딸,T2019-0024,391680,336845,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 동네변호사 조들호2 - 죄와 벌,T2018-0662,2999141,1483075,1274635
2025-02-01,2025,2,KBS,SVOD,천추태후,T2008-0992,783146,673506,0
2025-02-01,2025,2,KBS,SVOD,첫사랑,T2000-0516,306161,263298,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 속아도 꿈결,T2020-1626,218072,187542,0
2025-02-01,2025,2,KBS,SVOD,제국의 아침,T2002-0079,435204,374275,0
2025-02-01,2025,2,KBS,SVOD,발칙하게 고고,T2015-0536,359888,309504,0
2025-02-01,2025,2,KBS,SVOD,멀리서 보면 푸른 봄,T2021-0247,516993,0,413594
2025-02-01,2025,2,KBS,SVOD,본 어게인,T2020-0004,238980,205523,0
2025-02-01,2025,2,KBS,SVOD,전우치,T2012-0717,487889,0,341522
2025-02-01,2025,2,KBS,SVOD,장밋빛 인생,T2005-0492,295864,254443,0
2025-02-01,2025,2,KBS,SVOD,며느리 전성시대,T2007-0403,114722,98661,0
2025-02-01,2025,2,KBS,SVOD,장사의 신 - 객주 2015,T2015-0471,1091245,938471,0
2025-02-01,2025,2,KBS,SVOD,TV소설 삼생이,T2012-0829,472393,406258,0
2025-02-01,2025,2,KBS,SVOD,신데렐라 언니,T2010-0141,0,0,0
2025-02-01,2025,2,KBS,SVOD,대하드라마 장영실,T2015-0141,219264,188567,0
2025-02-01,2025,2,KBS,SVOD,전원드라마<산 너머 남촌에는 2>,T2012-0376,454510,390879,0
2025-02-01,2025,2,KBS,SVOD,가을동화,T2000-0035,1138366,978995,0
2025-02-01,2025,2,KBS,SVOD,달자의 봄,T2006-1053,224311,192907,0
2025-02-01,2025,2,KBS,SVOD,금토드라마 최강 배달꾼,T2017-0369,424973,365477,0
2025-02-01,2025,2,KBS,SVOD,공부의 신,T2009-0852,455351,391602,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 우아한 모녀,T2019-0241,309308,266005,0
2025-02-01,2025,2,KBS,SVOD,명성황후,T2001-0184,462151,397450,0
2025-02-01,2025,2,KBS,SVOD,부탁해요 엄마,T2015-0247,392032,337148,0
2025-02-01,2025,2,KBS,SVOD,사랑은 뷰티풀 인생은 원더풀,T2019-0196,465152,400031,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 너도 인간이니?,T2017-0653,1027595,883732,0
2025-02-01,2025,2,KBS,SVOD,블러드,T2014-0680,279635,240486,0
2025-02-01,2025,2,KBS,SVOD,뷰티풀 마인드,T2016-0150,161603,138979,0
2025-02-01,2025,2,KBS,SVOD,우리집에 사는 남자,T2016-0535,432143,371643,0
2025-02-01,2025,2,KBS,SVOD,TV소설 그 여자의 바다,T2016-0922,236968,203792,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 천상의 약속,T2015-0769,531950,457477,0
2025-02-01,2025,2,KBS,SVOD,참 좋은 시절,T2013-0764,188063,161734,0
2025-02-01,2025,2,KBS,SVOD,상어,T2013-0193,752578,647217,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 우리가 만난 기적,T2018-0138,0,0,0
2025-02-01,2025,2,KBS,SVOD,안녕? 나야!,T2020-0442,102126,87828,0
2025-02-01,2025,2,KBS,SVOD,경성스캔들,T2007-0288,689678,593123,0
2025-02-01,2025,2,KBS,SVOD,TV소설 꽃피어라 달순아,T2017-0536,191898,165032,0
2025-02-01,2025,2,KBS,SVOD,태양의 여자,T2008-0426,134094,115321,0
2025-02-01,2025,2,KBS,SVOD,조선총잡이,T2014-0095,258928,222678,0
2025-02-01,2025,2,KBS,SVOD,TV소설 별이 되어 빛나리,T2015-0411,293388,252314,0
2025-02-01,2025,2,KBS,SVOD,다시보는 불멸의 이순신,T2014-0608,217404,186967,0
2025-02-01,2025,2,KBS,SVOD,월화드라마 빅,T2012-0222,276821,238066,0
2025-02-01,2025,2,KBS,SVOD,대왕의 꿈,T2011-0743,232263,199746,0
2025-02-01,2025,2,KBS,SVOD,서울 1945,T2005-0665,213475,183589,0
2025-02-01,2025,2,KBS,SVOD,젊은이의 양지,T2001-0995,294238,253045,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 누가 뭐래도,T2020-0416,179266,154169,0
2025-02-01,2025,2,KBS,SVOD,그래도 푸르른 날에,T2014-0972,229282,197183,0
2025-02-01,2025,2,KBS,SVOD,노란 손수건,T2003-0035,101968,87692,0
2025-02-01,2025,2,KBS,SVOD,TV소설 파도야 파도야,T2018-0009,271342,233354,0
2025-02-01,2025,2,KBS,SVOD,일말의 순정,T2013-0026,158131,135993,0
2025-02-01,2025,2,KBS,SVOD,최강칠우,T2008-0446,0,0,0
2025-02-01,2025,2,KBS,SVOD,도도솔솔라라솔,T2020-0176,392280,337361,0
2025-02-01,2025,2,KBS,SVOD,야망의 전설,P011010,189423,162904,0
2025-02-01,2025,2,KBS,SVOD,드라마 스페셜 화이트 크리스마스,T2010-1796,43858,37718,0
2025-02-01,2025,2,KBS,SVOD,마왕,T2007-0092,590649,507958,0
2025-02-01,2025,2,KBS,SVOD,서궁,I2014-0036,150971,129835,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 내일도 맑음,T2018-0177,266824,229469,0
2025-02-01,2025,2,KBS,SVOD,포레스트,T2020-0009,223240,0,170779
2025-02-01,2025,2,KBS,SVOD,종이학,T2003-0938,113819,97884,0
2025-02-01,2025,2,KBS,SVOD,TV소설 순금의 땅,T2013-0563,207869,178767,0
2025-02-01,2025,2,KBS,SVOD,KBS 드라마 스페셜 2020,T2020-0349,74167,63784,0
2025-02-01,2025,2,KBS,SVOD,TV소설 내 마음의 꽃비,T2015-0808,340822,293107,0
2025-02-01,2025,2,KBS,SVOD,내일은 사랑,P005079,116172,99908,0
2025-02-01,2025,2,KBS,SVOD,TV소설 일편단심 민들레,T2014-0488,201031,172887,0
2025-02-01,2025,2,KBS,SVOD,무궁화 꽃이 피었습니다,T2017-0170,207623,178556,0
2025-02-01,2025,2,KBS,SVOD,백희가 돌아왔다,T2016-0386,170869,146947,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 끝까지 사랑,T2018-0426,208996,179737,0
2025-02-01,2025,2,KBS,SVOD,수목 드라마 난폭한 로맨스,T2011-0995,152118,130821,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 꽃길만 걸어요,T2019-0245,149331,128425,0
2025-02-01,2025,2,KBS,SVOD,부활,T2005-0187,206388,177494,0
2025-02-01,2025,2,KBS,SVOD,일일 드라마 다시 첫사랑,T2016-0673,226973,195197,0
2025-02-01,2025,2,KBS,SVOD,월화드라마 최고의 이혼,T2018-0479,174773,73650,89134
2025-02-01,2025,2,KBS,SVOD,일일드라마 위험한 약속,T2020-0016,298453,256670,0
2025-02-01,2025,2,KBS,SVOD,수목 드라마 왜그래 풍상씨,T2018-0611,167116,143720,0
2025-02-01,2025,2,KBS,SVOD,영혼수선공,T2019-0480,202639,174270,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 너의 노래를 들려줘,T2019-0145,169076,145405,0
2025-02-01,2025,2,KBS,SVOD,미워도 사랑해,T2017-0846,175832,151216,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 왼손잡이 아내,T2018-0682,163903,140957,0
2025-02-01,2025,2,KBS,SVOD,별난 가족,T2016-0099,150538,129463,0
2025-02-01,2025,2,KBS,SVOD,동안미녀,T2011-0311,128521,110528,0
2025-02-01,2025,2,KBS,SVOD,달콤한 비밀,T2014-0724,62407,53670,0
2025-02-01,2025,2,KBS,SVOD,성장 드라마 반올림1,T2003-1186,0,0,0
2025-02-01,2025,2,KBS,SVOD,학교2,T1999-0031,72342,62214,0
2025-02-01,2025,2,KBS,SVOD,어셈블리,T2015-0325,155075,133365,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 러블리 호러블리,T2018-0239,108711,93491,0
2025-02-01,2025,2,KBS,SVOD,형,KM2017080018,208215,179065,0
2025-02-01,2025,2,KBS,SVOD,그놈이 그놈이다,T2020-0029,126768,109020,0
2025-02-01,2025,2,KBS,SVOD,저글러스,T2017-0970,690468,593802,0
2025-02-01,2025,2,KBS,SVOD,왕의얼굴,T2014-0664,261271,224693,0
2025-02-01,2025,2,KBS,SVOD,낭랑 18세,T2003-1411,214551,184514,0
2025-02-01,2025,2,KBS,SVOD,일일 드라마 내 남자의 비밀,T2017-0634,608469,523283,0
2025-02-01,2025,2,KBS,SVOD,오작교 형제들,T2011-0587,166578,143257,0
2025-02-01,2025,2,KBS,SVOD,TV소설 은희,T2013-0136,369274,317576,0
2025-02-01,2025,2,KBS,SVOD,투명인간 최장수,T2006-0591,62982,54165,0
2025-02-01,2025,2,KBS,SVOD,학교 3,T2000-0100,72342,62214,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 태양의 계절,T2019-0122,143988,123830,0
2025-02-01,2025,2,KBS,SVOD,란제리 소녀시대,T2017-0695,138318,118953,0
2025-02-01,2025,2,KBS,SVOD,트로트의 연인,T2014-0241,69580,59839,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 다 잘될 거야,T2015-0429,39341,33833,0
2025-02-01,2025,2,KBS,SVOD,일일드라마 인형의 집,T2018-0008,242951,208938,0
2025-02-01,2025,2,KBS,SVOD,천상여자,T2013-0685,28569,24569,0
2025-02-01,2025,2,KBS,SVOD,복면검사,T2015-0212,219387,188673,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 비켜라 운명아,T2018-0557,199057,171189,0
2025-02-01,2025,2,KBS,SVOD,완벽한 아내,T2016-0923,290913,250185,0
2025-02-01,2025,2,KBS,SVOD,상두야학교가자,T2003-0947,107217,92207,0
2025-02-01,2025,2,KBS,SVOD,TV소설 저 하늘에 태양이,T2016-0444,164290,141289,0
2025-02-01,2025,2,KBS,SVOD,학교1,P016088,58214,50064,0
2025-02-01,2025,2,KBS,SVOD,내사랑 금지옥엽,T2008-0572,106215,91345,0
2025-02-01,2025,2,KBS,SVOD,골든크로스,T2014-0103,250351,215302,0
2025-02-01,2025,2,KBS,SVOD,별도 달도 따줄게,T2012-0325,248101,213367,0
2025-02-01,2025,2,KBS,SVOD,루비반지,T2013-0413,85861,73840,0
2025-02-01,2025,2,KBS,SVOD,힘내요 미스터 김,T2012-0619,115478,99311,0
2025-02-01,2025,2,KBS,SVOD,부자의 탄생,T2010-0059,107049,92062,0
2025-02-01,2025,2,KBS,SVOD,2018 KBS 드라마 스페셜,T2018-0348,77730,66848,0
2025-02-01,2025,2,KBS,SVOD,조광조,T2003-0563,115352,99203,0
2025-02-01,2025,2,KBS,SVOD,사랑은 노래를 타고,T2013-0557,47388,40754,0
2025-02-01,2025,2,KBS,SVOD,출사표,T2020-0022,112404,96667,0
2025-02-01,2025,2,KBS,SVOD,내일도 칸타빌레,T2014-0619,40182,0,32146
2025-02-01,2025,2,KBS,SVOD,감격시대,T2013-0390,210745,0,0
2025-02-01,2025,2,KBS,SVOD,아이언맨,T2014-0529,56846,48888,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 여름아 부탁해,T2019-0043,263821,226886,0
2025-02-01,2025,2,KBS,SVOD,여름 향기,T2003-0680,170204,146375,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 퍼퓸,T2019-0041,74137,43611,23427
2025-02-01,2025,2,KBS,SVOD,애정의 조건,T2004-0082,103645,89135,0
2025-02-01,2025,2,KBS,SVOD,우리 집 꿀단지,T2015-0610,103228,88776,0
2025-02-01,2025,2,KBS,SVOD,무림학교,T2015-0652,139051,119584,0
2025-02-01,2025,2,KBS,SVOD,KBS 드라마 스페셜 2019,T2019-0154,45929,39499,0
2025-02-01,2025,2,KBS,SVOD,구미호 여우누이뎐,T2010-0550,81113,69757,0
2025-02-01,2025,2,KBS,SVOD,다함께 차차차,T2009-0378,91755,78909,0
2025-02-01,2025,2,KBS,SVOD,예쁜남자,T2013-0623,77655,66783,0
2025-02-01,2025,2,KBS,SVOD,꼭지,T2000-0390,100897,86771,0
2025-02-01,2025,2,KBS,SVOD,태양인 이제마,T2002-0443,118055,101527,0
2025-02-01,2025,2,KBS,SVOD,일일연속극 기막힌 유산,T2020-0032,195682,168287,0
2025-02-01,2025,2,KBS,SVOD,하이스쿨 러브온,T2014-0248,86691,74554,0
2025-02-01,2025,2,KBS,SVOD,어서와,T2019-0412,100073,86063,0
2025-02-01,2025,2,KBS,SVOD,신고합니다,P010243,54569,46929,0
2025-02-01,2025,2,KBS,SVOD,파랑새의 집,T2014-0823,219163,188480,0
2025-02-01,2025,2,KBS,SVOD,구미호 외전,T2004-0408,67806,58313,0
2025-02-01,2025,2,KBS,SVOD,1996 전설의고향,P013548,99234,85341,0
2025-02-01,2025,2,KBS,SVOD,99억의 여자,T2019-0242,53281,45822,0
2025-02-01,2025,2,KBS,SVOD,결혼 못하는 남자,T2009-0286,0,0,0
2025-02-01,2025,2,KBS,SVOD,빅맨,T2014-0130,93128,80090,0
2025-02-01,2025,2,KBS,SVOD,총리와 나,T2013-0577,50352,43303,0
2025-02-01,2025,2,KBS,SVOD,스파이,T2014-0876,85258,73322,0
2025-02-01,2025,2,KBS,SVOD,오렌지마말레이드,T2015-0119,100040,86034,0
2025-02-01,2025,2,KBS,SVOD,칼과 꽃,T2013-0121,68098,58564,0
2025-02-01,2025,2,KBS,SVOD,매리는 외박중,T2010-1323,54198,46610,0
2025-02-01,2025,2,KBS,SVOD,광고천재 이태백,T2012-0985,82840,71242,0
2025-02-01,2025,2,KBS,SVOD,착하지 않은 여자들,T2014-0891,651295,560114,0
2025-02-01,2025,2,KBS,SVOD,가족을 지켜라,T2015-0183,176345,151657,0
2025-02-01,2025,2,KBS,SVOD,적도의 남자,T2012-0038,172806,148613,0
2025-02-01,2025,2,KBS,SVOD,1997 전설의고향,P013549,80219,68988,0
2025-02-01,2025,2,KBS,SVOD,사랑할때까지,P008592,72985,62767,0
2025-02-01,2025,2,KBS,SVOD,지성이면 감천,T2013-0147,43593,37490,0
2025-02-01,2025,2,KBS,SVOD,돌아온 뚝배기,T2008-0464,47783,41093,0
2025-02-01,2025,2,KBS,SVOD,미래의 선택,T2013-0470,54182,46597,0
2025-02-01,2025,2,KBS,SVOD,보디가드,T2003-0740,39412,33894,0
2025-02-01,2025,2,KBS,SVOD,뮤직 드라마 - 투 제니(to. Jenny),T2018-0210,38156,32814,0
2025-02-01,2025,2,KBS,SVOD,명가,T2009-0882,78203,67255,0
2025-02-01,2025,2,KBS,SVOD,2014 드라마 스페셜,T2010-0022,37861,32560,0
2025-02-01,2025,2,KBS,SVOD,느낌,T1999-0090,70083,60271,0
2025-02-01,2025,2,KBS,SVOD,수목 드라마 죽어도 좋아,T2018-0564,46645,40115,0
2025-02-01,2025,2,KBS,SVOD,맨몸의 소방관,T2016-0705,4863370,4182498,0
2025-02-01,2025,2,KBS,SVOD,웨딩드레스,P012346,32218,27707,0
2025-02-01,2025,2,KBS,SVOD,이 죽일놈의 사랑,T2005-0598,51338,44151,0
2025-02-01,2025,2,KBS,SVOD,태양은 가득히,T2013-0752,110079,94668,0
2025-02-01,2025,2,KBS,SVOD,별난 며느리,T2015-0397,55010,47309,0
2025-02-01,2025,2,KBS,SVOD,울랄라 부부,T2012-0560,44533,38298,0
2025-02-01,2025,2,KBS,SVOD,학교4,T2001-0944,15466,13301,0
2025-02-01,2025,2,KBS,SVOD,월화 드라마 땐뽀걸즈,T2018-0510,42637,36668,0
2025-02-01,2025,2,KBS,SVOD,아침일일드라마 차달래 부인의 사랑,T2018-0462,59021,50758,0
2025-02-01,2025,2,KBS,SVOD,프로포즈,P015939,54904,47217,0
2025-02-01,2025,2,KBS,SVOD,2017 드라마 스페셜,T2017-0366,65431,56271,0
2025-02-01,2025,2,KBS,SVOD,2009 전설의 고향,T2009-0417,42794,36803,0
2025-02-01,2025,2,KBS,SVOD,2016 드라마 스페셜,T2016-0363,40659,34967,0
2025-02-01,2025,2,KBS,SVOD,딸부잣집,T2000-0111,44640,38390,0
2025-02-01,2025,2,KBS,SVOD,오늘부터 사랑해,T2015-0140,27208,23399,0
2025-02-01,2025,2,KBS,SVOD,수목 드라마 당신의 하우스 헬퍼,T2018-0237,224701,193243,0
2025-02-01,2025,2,KBS,SVOD,계약우정,T2019-0506,49469,42543,0
2025-02-01,2025,2,KBS,SVOD,거짓말,T2000-0303,36416,31318,0
2025-02-01,2025,2,KBS,SVOD,황금사과,T2005-0736,96520,83007,0
2025-02-01,2025,2,KBS,SVOD,1998 전설의 고향,P013551,48409,41632,0
2025-02-01,2025,2,KBS,SVOD,꽃보다 아름다워,T2003-1217,59275,50977,0
2025-02-01,2025,2,KBS,SVOD,1999 전설의고향,P000129,45624,39237,0
2025-02-01,2025,2,KBS,SVOD,백설공주,T2004-0086,44642,38392,0
2025-02-01,2025,2,KBS,SVOD,파파,T2000-0451,18954,16300,0
2025-02-01,2025,2,KBS,SVOD,광끼,T1999-0026,41662,35829,0
2025-02-01,2025,2,KBS,SVOD,러빙 유,T2002-0490,17328,14902,0
2025-02-01,2025,2,KBS,SVOD,당신만이내사랑,T2014-0701,205620,176833,0
2025-02-01,2025,2,KBS,SVOD,맨발의청춘,P006681,32387,27853,0
2025-02-01,2025,2,KBS,SVOD,2008 전설의 고향,T2008-0510,43756,37630,0
2025-02-01,2025,2,KBS,SVOD,맨홀-이상한 나라의 필,T2017-0499,56610,48685,0
2025-02-01,2025,2,KBS,SVOD,TV소설 사랑아 사랑아,T2012-0201,54001,46441,0
2025-02-01,2025,2,KBS,SVOD,영광의 재인,T2011-0731,26984,23206,0
2025-02-01,2025,2,KBS,SVOD,두번째 프러포즈,T2004-0738,20139,17320,0
2025-02-01,2025,2,KBS,SVOD,비단향 꽃무,T2001-0084,30242,26008,0
2025-02-01,2025,2,KBS,SVOD,미니드라마 개인주의자 지영씨,T2017-0368,6675,5741,0
2025-02-01,2025,2,KBS,SVOD,순수,T2000-0284,29137,25058,0
2025-02-01,2025,2,KBS,SVOD,오! 필승 봉순영,T2004-0736,47501,40851,0
2025-02-01,2025,2,KBS,SVOD,오 마이 금비,T2016-0661,16723,14382,0
2025-02-01,2025,2,KBS,SVOD,프레지던트,T2010-1439,27224,0,0
2025-02-01,2025,2,KBS,SVOD,사랑의 인사,P008542,22426,19286,0
2025-02-01,2025,2,KBS,SVOD,헬로 애기씨,T2007-0073,20582,17701,0
2025-02-01,2025,2,KBS,SVOD,바보같은 사랑,T2001-0260,50995,43856,0
2025-02-01,2025,2,KBS,SVOD,추석특집극 옥란면옥,T2018-0506,7548,6491,0
2025-02-01,2025,2,KBS,SVOD,회사 가기 싫어 2019,CA2018-0475,41033,10199,29174
2025-02-01,2025,2,KBS,SVOD,사랑이 꽃피는 나무2,P008571,9151,7870,0
2025-02-01,2025,2,KBS,SVOD,청소년드라마 안단테,T2017-0706,12441,0,8958
2025-02-01,2025,2,KBS,SVOD,고양이는 있다,T2014-0174,32430,27890,0
2025-02-01,2025,2,KBS,SVOD,마스터 - 국수의 신,T2016-0016,44045,37879,0
2025-02-01,2025,2,KBS,SVOD,거침없는 사랑,T2002-0358,22592,19429,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(짝퉁 패밀리),T2015-0033,4281,3682,0
2025-02-01,2025,2,KBS,SVOD,특별기획 베이비시터,T2016-0061,9120,7843,0
2025-02-01,2025,2,KBS,SVOD,컬러,P015034,6920,5951,0
2025-02-01,2025,2,KBS,SVOD,북경 내사랑,T2004-0414,16286,14006,0
2025-02-01,2025,2,KBS,SVOD,남자는 외로워,AG2021-0010,12896,11091,0
2025-02-01,2025,2,KBS,SVOD,성난 얼굴로 돌아보라,T2000-0367,16677,14342,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 쾌도 홍길동,T2007-0888,3724,3203,0
2025-02-01,2025,2,KBS,SVOD,농촌드라마 오!할매,T2015-0242,6493,5584,0
2025-02-01,2025,2,KBS,SVOD,햇빛 사냥,T2002-0222,13882,11939,0
2025-02-01,2025,2,KBS,SVOD,연애를 기대해,T2013-0411,2397,2061,0
2025-02-01,2025,2,KBS,SVOD,간서치열전,T2015-8384,20298,17456,0
2025-02-01,2025,2,KBS,SVOD,광복70주년 특집극 눈길,T2014-0803,0,0,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 풀하우스,T2004-0496,1163,1000,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 낭랑18세,T2003-1411,11043,9497,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(붉은 달),T2015-0033,2377,2044,0
2025-02-01,2025,2,KBS,SVOD,쿨,T2001-0342,367,316,0
2025-02-01,2025,2,KBS,SVOD,로즈마리,T2003-1045,10694,9197,0
2025-02-01,2025,2,KBS,SVOD,특집 드라마 생일 편지,T2019-0147,29590,25447,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 얼렁뚱땅 흥신소,T2007-0593,881,758,0
2025-02-01,2025,2,KBS,SVOD,정글피쉬1,T2008-1278,1138,979,0
2025-02-01,2025,2,KBS,SVOD,웹드라마 그녀를 찾아줘,T2016-0733,1026,882,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(귀신은 뭐하나),T2015-0033,3956,3402,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 상두야 학교가자,T2003-0947,1248,1073,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 미스터 굿바이,T2006-0192,847,728,0
2025-02-01,2025,2,KBS,SVOD,제주 가옥 신화 드라마 2부작 가옥신,T2021-0026,534,459,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(노량진역에는 기차가 서지 않는다),T2015-0033,2483,2135,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(그 형제의 여름),T2015-0033,1866,1605,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 경성스캔들,T2007-0288,1243,1069,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 마왕,T2007-0092,289,249,0
2025-02-01,2025,2,KBS,SVOD,구미호 레시피,T2020-1595,2081,1790,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(비밀),T2015-0033,3102,2668,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 강적들,T2008-0199,3238,2785,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(라이브 쇼크),T2015-0033,800,688,0
2025-02-01,2025,2,KBS,SVOD,제주어 드라마 어멍의 바당,T2018-0690,4485,3857,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(알젠타를 찾아서),T2015-0033,1539,1324,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 남자 이야기,T2009-0092,144,124,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(낯선 동화),T2015-0033,1753,1508,0
2025-02-01,2025,2,KBS,SVOD,뮤지컬 드라마 조선미인별전,T2017-1188,2453,2110,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(계약의 사내),T2015-0033,2944,2532,0
2025-02-01,2025,2,KBS,SVOD,한입드라마 - 헬로 애기씨,T2007-0073,458,394,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(아비),T2015-0033,3442,2960,0
2025-02-01,2025,2,KBS,SVOD,신년 특집 미리보는 대하드라마 장영실,T2015-0768,1110,955,0
2025-02-01,2025,2,KBS,SVOD,이중섭탄생 100주년 기념 다큐드라마,T2016-0552,853,734,0
2025-02-01,2025,2,KBS,SVOD,너는 내 운명,T2013-0373,1610045,1384639,0
2025-02-01,2025,2,KBS,SVOD,KBS 웹드라마(프린스의 왕자),T2015-0306,332,286,0
2025-02-01,2025,2,KBS,SVOD,장애인의 날 특집 드라마,T2013-0167,400,344,0
2025-02-01,2025,2,KBS,SVOD,다문화 특집 드라마 반짝반짝 작은 별,T2015-0697,287,247,0
2025-02-01,2025,2,KBS,SVOD,창극 시트콤 옥이네,T2014-0865,585,503,0
2025-02-01,2025,2,KBS,SVOD,결혼이야기,T2014-0842,563,484,0
2025-02-01,2025,2,KBS,SVOD,천국의 아이들,T2002-0587,1705,1466,0
2025-02-01,2025,2,KBS,SVOD,함께 그리는 그림,AG2020-0011,1,1,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(가만히 있으랴),T2015-0033,0,0,0
2025-02-01,2025,2,KBS,SVOD,2015 KBS 드라마 스페셜(머리 심는 날),T2015-0033,0,0,0
